symbol	panels	version
EMD	DYSM,MMG	DYSM_v1,MMG_v1
EMG1	RGDI+	RGDI+_v1
EML1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EMX2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ENO3	MMG,POLYM,RHAB	MMG_v1,POLYM_v1,RHAB_v1
ENPP1	POLYM	POLYM_v1
ENTPD1	RGDI+	RGDI+_v1
EOGT	POLYM	POLYM_v1
EP300	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EPG5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EPHA7	RGDI+	RGDI+_v1
EPM2A	POLYM	POLYM_v1
ERBB4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
ERCC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC4	POLYM	POLYM_v1
ERCC5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC6L2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERCC8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERF	POLYM	POLYM_v1
ERGIC3	RGDI+	RGDI+_v1
ERLIN2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ERMARD	RGDI+	RGDI+_v1
ESCO2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ETFA	MMG,POLYM,RGDI,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
ETFB	MMG,POLYM,RGDI,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
ETFDH	MITN,MMG,POLYM,RGDI,RGDI+,RHAB	MITN_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
ETHE1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EVC	POLYM	POLYM_v1
EVC2	POLYM	POLYM_v1
EXOC2	RGDI+	RGDI+_v1
EXOC7	RGDI+	RGDI+_v1
EXOSC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EXOSC8	RGDI+	RGDI+_v1
EXT1	POLYM	POLYM_v1
EXT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
EXTL3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
EYA1	POLYM	POLYM_v1
EZH2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FA2H	POLYM,RGDI	POLYM_v1,RGDI_v1
FAAH2	RGDI+	RGDI+_v1
FAH	POLYM	POLYM_v1
FAM111A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FAM120C	RGDI+	RGDI+_v1
FAM126A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FAM161A	POLYM	POLYM_v1
FAM20A	POLYM	POLYM_v1
FAM20C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FAM50A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
FANCA	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCB	POLYM	POLYM_v1
FANCC	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCD2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCE	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCF	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCG	POLYM	POLYM_v1
FANCI	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FANCL	POLYM	POLYM_v1
FAR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FARS2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FARSA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
FARSB	RGDI+	RGDI+_v1
FASTKD2	MITN,POLYM	MITN_v1,POLYM_v1
FAT4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FBN1	POLYM	POLYM_v1
FBN2	POLYM	POLYM_v1
FBP1	POLYM	POLYM_v1
FBRSL1	RGDI,RGDI+	RGDI+_v1,RGDI_v2
FBXL3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FBXL4	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FBXO11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FBXO28	RGDI+	RGDI+_v1
FBXO31	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
FBXW11	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FBXW7	RGDI+	RGDI+_v1
FCSK	RGDI+	RGDI+_v1
FDFT1	RGDI+	RGDI+_v1
FDX2	MITN,POLYM	MITN_v1,POLYM_v1
FDXR	MITN,POLYM	MITN_v1,POLYM_v1
FECH	POLYM	POLYM_v1
FERMT3	POLYM	POLYM_v1
FGD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FGF10	POLYM	POLYM_v1
FGF12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FGF13	RGDI+	RGDI+_v1
FGF14	RGDI+	RGDI+_v1
FGF16	POLYM	POLYM_v1
FGF23	POLYM	POLYM_v1
FGF3	POLYM	POLYM_v1
FGFR1	POLYM	POLYM_v1
FGFR2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FGFR3	POLYM	POLYM_v1
FH	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FHL1	DYSM,MMG,POLYM	DYSM_v1,MMG_v1,POLYM_v1
FIBP	RGDI+	RGDI+_v1
FICD	RGDI+	RGDI+_v1
FIG4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FKBP10	POLYM	POLYM_v1
FKBP14	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
FKRP	DYSM,MMG,POLYM,RGDI,RGDI+,RHAB	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
FKTN	DYSM,MMG,POLYM,RGDI,RGDI+,RHAB	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
FLAD1	MITN,POLYM	MITN_v1,POLYM_v1
FLNA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FLNB	POLYM	POLYM_v1
FLNC	DYSM,MMG	DYSM_v1,MMG_v1
FLT4	POLYM	POLYM_v1
FLVCR1	POLYM,RGDI	POLYM_v1,RGDI_v1
FLVCR2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FMN2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FMO3	POLYM	POLYM_v1
FMR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FN1	POLYM	POLYM_v1
FOLR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FOSL2	RGDI+	RGDI+_v1
FOXC1	POLYM	POLYM_v1
FOXC2	POLYM	POLYM_v1
FOXE1	POLYM	POLYM_v1
FOXE3	POLYM	POLYM_v1
FOXF1	POLYM	POLYM_v1
FOXG1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FOXN1	POLYM	POLYM_v1
FOXP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FOXP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FOXP3	POLYM	POLYM_v1
FOXP4	RGDI+	RGDI+_v1
FOXRED1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FRAS1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FREM1	POLYM	POLYM_v1
FREM2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
FRMD7	POLYM	POLYM_v1
FRMPD4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FRRS1L	RGDI+	RGDI+_v1
FRY	RGDI+	RGDI+_v1
FTCD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FTL	POLYM	POLYM_v1
FTSJ1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FUCA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FUT8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
FXN	POLYM	POLYM_v1
FYCO1	POLYM	POLYM_v1
FZD2	POLYM	POLYM_v1
FZD6	POLYM	POLYM_v1
G6PC	POLYM	POLYM_v1
G6PC3	POLYM	POLYM_v1
GAA	DYSM,MMG,POLYM	DYSM_v1,MMG_v1,POLYM_v1
GABBR2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRA2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRA5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRB2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRB3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GABRD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GABRG2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GAD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GALC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GALE	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GALK1	POLYM	POLYM_v1
GALM	POLYM	POLYM_v1
GALNS	POLYM	POLYM_v1
GALNT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GALNT3	POLYM	POLYM_v1
GALT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GAMT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GARS1	MITN,POLYM	MITN_v1,POLYM_v1
GAS8	POLYM	POLYM_v1
GATA2	POLYM	POLYM_v1
GATA3	POLYM	POLYM_v1
GATA4	POLYM	POLYM_v1
GATA6	POLYM,RGDI+	POLYM_v1,RGDI+_v1
GATAD2B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GATC	MITN	MITN_v1
GATM	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GBA	POLYM	POLYM_v1
GBA2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
GBE1	MMG,POLYM	MMG_v1,POLYM_v1
GCDH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GCH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GCLC	POLYM	POLYM_v1
GDAP1	MITN,POLYM	MITN_v1,POLYM_v1
GDF1	POLYM	POLYM_v1
GDF5	POLYM	POLYM_v1
GDF6	POLYM	POLYM_v1
GDI1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GEMIN4	RGDI+	RGDI+_v1
GEMIN5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GFAP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GFER	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GFM1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GFM2	MITN,POLYM	MITN_v1,POLYM_v1
GFPT1	MMG,MYAC,POLYM	MMG_v1,MYAC_v1,POLYM_v1
GHR	POLYM	POLYM_v1
GIGYF1	RGDI+	RGDI+_v1
GJA1	POLYM	POLYM_v1
GJA3	POLYM	POLYM_v1
GJA8	POLYM	POLYM_v1
GJB1	RGDI+	RGDI+_v1
GJB3	POLYM,RGDI+	POLYM_v1,RGDI+_v1
GJC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GK	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLA	POLYM	POLYM_v1
GLB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLDC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLE1	POLYM	POLYM_v1
GLI1	POLYM	POLYM_v1
GLI2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLI3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLIS3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLMN	POLYM	POLYM_v1
GLRA1	POLYM	POLYM_v1
GLRA2	RGDI+	RGDI+_v1
GLRX5	MITN,POLYM	MITN_v1,POLYM_v1
GLS	POLYM,RGDI+	POLYM_v1,RGDI+_v1
GLUD1	POLYM	POLYM_v1
GLUL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GLYCTK	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GM2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GMNN	RGDI+	RGDI+_v1
GMPPA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GMPPB	DYSM,MMG,MYAC,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,MYAC_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNAI1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNAI2	RGDI+	RGDI+_v1
GNAI3	POLYM	POLYM_v1
GNAO1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNAS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNB2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GNB5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNE	DYSM,MMG,POLYM,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1
GNMT	POLYM	POLYM_v1
GNPAT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNPTAB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNPTG	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GNS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GORAB	POLYM	POLYM_v1
GOT2	RGDI+	RGDI+_v1
GPAA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GPC3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GPC4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GPC6	POLYM	POLYM_v1
GPD1	POLYM	POLYM_v1
GPHN	POLYM	POLYM_v1
GPSM2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1
GPT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GREB1L	POLYM	POLYM_v1
GRHL3	POLYM	POLYM_v1
GRHPR	POLYM	POLYM_v1
GRIA1	RGDI+	RGDI+_v1
GRIA2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIA3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIA4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRID2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIK2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIN2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIN2B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIN2D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRIP1	POLYM	POLYM_v1
GRM1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GRM6	POLYM	POLYM_v1
GSC	POLYM	POLYM_v1
GSS	POLYM,RGDI+	POLYM_v1,RGDI+_v1
GSX2	RGDI+	RGDI+_v1
GTF2E2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
GTF2H5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GTF3C3	RGDI+	RGDI+_v1
GTPBP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GTPBP3	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GUCY2C	POLYM	POLYM_v1
GUSB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
GYG1	MMG,POLYM	MMG_v1,POLYM_v1
GYS1	POLYM	POLYM_v1
GYS2	POLYM	POLYM_v1
GZF1	POLYM	POLYM_v1
H1-4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
H3-3A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
H3-3B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
H4C11	RGDI+	RGDI+_v1
H4C3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
HAAO	POLYM	POLYM_v1
HACE1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HADH	POLYM,RGDI	POLYM_v1,RGDI_v1
HADHA	MMG,POLYM,RGDI,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
HADHB	MMG,POLYM,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RHAB_v1
HAMP	POLYM	POLYM_v1
HARS1	RGDI+	RGDI+_v1
HARS2	MITN,POLYM	MITN_v1,POLYM_v1
HAX1	POLYM	POLYM_v1
HCCS	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HCFC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HCN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HDAC4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HDAC8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HEATR3	RGDI+	RGDI+_v1
HEATR5B	RGDI+	RGDI+_v1
HECTD4	RGDI+	RGDI+_v1
HECW2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HEPACAM	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HERC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HERC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
HES7	POLYM	POLYM_v1
HESX1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HEXA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HEXB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HFE	POLYM	POLYM_v1
HGD	POLYM	POLYM_v1
HGSNAT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HIBCH	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HID1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
HINT1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
HIRA	RGDI+	RGDI+_v1
HIVEP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HJV	POLYM	POLYM_v1
HK1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HLCS	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HMBS	POLYM	POLYM_v1
HMGB1	RGDI+	RGDI+_v1
HMGCL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HMGCS2	POLYM	POLYM_v1
HNF1B	POLYM,RGDI+	POLYM_v1,RGDI+_v1
HNF4A	POLYM	POLYM_v1
HNMT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
HNRNPD	RGDI+	RGDI+_v1
HNRNPDL	DYSM,MMG	DYSM_v1,MMG_v1
HNRNPH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
HNRNPH2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HNRNPK	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HNRNPR	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HNRNPU	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HOGA1	POLYM	POLYM_v1
HOXA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HOXA13	POLYM	POLYM_v1
HOXC13	POLYM	POLYM_v1
HOXD13	POLYM	POLYM_v1
HPD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HPDL	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
HPGD	POLYM	POLYM_v1
HPRT1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HPS1	POLYM	POLYM_v1
HPSE2	POLYM	POLYM_v1
HR	POLYM	POLYM_v1
HRAS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HS2ST1	POLYM,RGDI+	POLYM_v1,RGDI+_v1
HSD17B10	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HSD17B4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HSD3B7	POLYM	POLYM_v1
HSF4	POLYM	POLYM_v1
HSPB8	MMG	MMG_v1
HSPD1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HSPG2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
HTRA2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HTT	RGDI+	RGDI+_v1
HUWE1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
HYAL1	POLYM	POLYM_v1
HYDIN	POLYM	POLYM_v1
HYLS1	POLYM,RGDI	POLYM_v1,RGDI_v1
IARS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IARS2	MITN,POLYM	MITN_v1,POLYM_v1
IBA57	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IDH1	POLYM	POLYM_v1
IDH2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IDH3A	MITN	MITN_v1
IDS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IDUA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IER3IP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IFIH1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IFITM5	POLYM	POLYM_v1
IFT122	POLYM	POLYM_v1
IFT140	POLYM	POLYM_v1
IFT172	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
IFT27	POLYM,RGDI+	POLYM_v1,RGDI+_v1
