symbol	panels	version
NCKAP1	RGDI,RGDI+	RGDI+_v1,RGDI_v2
NDE1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDST1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFA1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFA10	MITN,POLYM	MITN_v1,POLYM_v1
NDUFA11	MITN,POLYM	MITN_v1,POLYM_v1
NDUFA12	MITN,POLYM	MITN_v1,POLYM_v1
NDUFA13	MITN	MITN_v1
NDUFA2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
NDUFA4	MITN,POLYM	MITN_v1,POLYM_v1
NDUFA6	MITN,POLYM	MITN_v1,POLYM_v1
NDUFA9	MITN,POLYM	MITN_v1,POLYM_v1
NDUFAF1	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
NDUFAF2	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
NDUFAF3	MITN,POLYM	MITN_v1,POLYM_v1
NDUFAF4	MITN,POLYM	MITN_v1,POLYM_v1
NDUFAF5	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
NDUFAF6	MITN,POLYM	MITN_v1,POLYM_v1
NDUFAF8	MITN,POLYM	MITN_v1,POLYM_v1
NDUFB11	MITN,POLYM	MITN_v1,POLYM_v1
NDUFB3	MITN,POLYM	MITN_v1,POLYM_v1
NDUFB8	MITN,POLYM	MITN_v1,POLYM_v1
NDUFC2	POLYM	POLYM_v1
NDUFS1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFS2	MITN,POLYM	MITN_v1,POLYM_v1
NDUFS3	MITN,POLYM	MITN_v1,POLYM_v1
NDUFS4	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFS6	MITN,POLYM	MITN_v1,POLYM_v1
NDUFS7	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFS8	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFV1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NDUFV2	MITN,POLYM	MITN_v1,POLYM_v1
NEB	MMG,MYOC,POLYM	MMG_v1,MYOC_v1,POLYM_v1
NECAP1	RGDI+	RGDI+_v1
NECTIN1	POLYM	POLYM_v1
NECTIN4	POLYM	POLYM_v1
NEDD4L	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NEK1	POLYM	POLYM_v1
NEK8	POLYM	POLYM_v1
NEMF	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NEU1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NEUROD2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NEXMIF	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NFASC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NFIA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NFIB	RGDI+	RGDI+_v1
NFIX	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NFU1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NGLY1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NHLRC1	POLYM	POLYM_v1
NHP2	RGDI+	RGDI+_v1
NHS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NIPBL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NKAP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NKX2-1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NKX2-5	POLYM	POLYM_v1
NKX3-2	POLYM	POLYM_v1
NLGN3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NLRP3	POLYM	POLYM_v1
NMNAT1	POLYM	POLYM_v1
NNT	POLYM	POLYM_v1
NODAL	POLYM	POLYM_v1
NOG	POLYM	POLYM_v1
NONO	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NOTCH1	POLYM	POLYM_v1
NOTCH2	POLYM	POLYM_v1
NOVA2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NPC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NPC2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NPHP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NPHP3	POLYM,RGDI+	POLYM_v1,RGDI+_v1
NPHP4	POLYM	POLYM_v1
NPHS1	POLYM	POLYM_v1
NPHS2	POLYM	POLYM_v1
NPR2	POLYM	POLYM_v1
NPR3	POLYM	POLYM_v1
NR2F1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NR2F2	POLYM	POLYM_v1
NR4A2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NR5A1	POLYM	POLYM_v1
NRAS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NRCAM	RGDI+	RGDI+_v1
NRROS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NRXN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NSD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NSD2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NSDHL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NSRP1	RGDI+	RGDI+_v1
NSUN2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NSUN3	MITN	MITN_v1
NT5C2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NT5C3A	POLYM,RGDI+	POLYM_v1,RGDI+_v1
NTNG2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NTRK1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NTRK2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NUBPL	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
NUDT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NUP107	POLYM,RGDI+	POLYM_v1,RGDI+_v1
NUP188	RGDI+	RGDI+_v1
NUP214	RGDI+	RGDI+_v1
NUP62	RGDI+	RGDI+_v1
NUP85	RGDI+	RGDI+_v1
NUS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
NXN	POLYM	POLYM_v1
NYX	POLYM,RGDI+	POLYM_v1,RGDI+_v1
OAT	POLYM	POLYM_v1
OBSL1	POLYM	POLYM_v1
OCLN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OCRL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ODAPH	POLYM	POLYM_v1
ODC1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OFD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OGDH	RGDI+	RGDI+_v1
OGDHL	RGDI+	RGDI+_v1
OGT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OPA1	MITN,POLYM	MITN_v1,POLYM_v1
OPA3	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OPHN1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
ORAI1	DYSM,MMG,MYOC	DYSM_v1,MMG_v1,MYOC_v1
ORC1	POLYM	POLYM_v1
ORC4	POLYM	POLYM_v1
ORC6	POLYM	POLYM_v1
OSGEP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OSTM1	POLYM	POLYM_v1
OTC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OTOGL	POLYM	POLYM_v1
OTUD5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
OTUD6B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OTULIN	POLYM	POLYM_v1
OTX2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
OXCT1	POLYM	POLYM_v1
OXR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
P3H1	POLYM	POLYM_v1
P4HB	POLYM	POLYM_v1
P4HTM	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PABPC1	RGDI+	RGDI+_v1
PABPN1	DYSM,MMG	DYSM_v1,MMG_v1
PACS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PACS2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAFAH1B1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAK1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAK3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PALB2	POLYM	POLYM_v1
PAM16	RGDI+	RGDI+_v1
PANK2	POLYM	POLYM_v1
PAPSS2	POLYM	POLYM_v1
PARN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PARP6	RGDI+	RGDI+_v1
PARS2	MITN,POLYM	MITN_v1,POLYM_v1
PAX1	RGDI+	RGDI+_v1
PAX2	POLYM	POLYM_v1
PAX3	POLYM	POLYM_v1
PAX6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAX7	MMG,MYOC	MMG_v1,MYOC_v1
PAX8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PAX9	POLYM	POLYM_v1
PBX1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PC	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCARE	POLYM	POLYM_v1
PCBD1	POLYM	POLYM_v1
PCCA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCCB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCDH12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCDH19	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCDHGC4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PCGF2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCK1	POLYM	POLYM_v1
PCNT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PCSK9	POLYM	POLYM_v1
PCYT1A	POLYM	POLYM_v1
PCYT2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDCD10	POLYM	POLYM_v1
PDCD6IP	RGDI+	RGDI+_v1
PDE10A	RGDI+	RGDI+_v1
PDE3A	POLYM	POLYM_v1
PDE4D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDE6D	RGDI+	RGDI+_v1
PDE6G	POLYM	POLYM_v1
PDGFRB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDHA1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDHB	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
PDHX	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDP1	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
PDSS1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDSS2	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PDZD8	RGDI+	RGDI+_v1
PEPD	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PET100	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
PEX1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX10	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX11B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX13	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX14	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX16	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX19	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX26	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX5	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PEX7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PFKM	DYSM,MMG,POLYM,RHAB	DYSM_v1,MMG_v1,POLYM_v1,RHAB_v1
PGAM2	MMG,POLYM,RHAB	MMG_v1,POLYM_v1,RHAB_v1
PGAP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PGAP2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PGAP3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PGK1	MMG,POLYM,RGDI,RGDI+,RHAB	MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2,RHAB_v1
PGM1	MMG,POLYM,RHAB	MMG_v1,POLYM_v1,RHAB_v1
PGM2L1	RGDI,RGDI+	RGDI+_v1,RGDI_v2
PGM3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHACTR1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHEX	POLYM	POLYM_v1
PHF14	RGDI+	RGDI+_v1
PHF21A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHF6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHF8	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHGDH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHIP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PHKA1	DYSM,MMG,POLYM,RHAB	DYSM_v1,MMG_v1,POLYM_v1,RHAB_v1
PHKA2	POLYM	POLYM_v1
PHKB	POLYM	POLYM_v1
PHKG2	POLYM	POLYM_v1
PHOX2B	POLYM	POLYM_v1
PHYH	POLYM	POLYM_v1
PI4KA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIBF1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIDD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIEZO2	POLYM	POLYM_v1
PIGA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGC	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGG	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGK	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGL	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGO	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGQ	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGS	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PIGT	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGU	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGV	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIGW	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIK3C2A	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PIK3CA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PIK3R1	POLYM	POLYM_v1
PIK3R2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PINK1	POLYM	POLYM_v1
PISD	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PITRM1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PITX1	POLYM	POLYM_v1
PITX2	POLYM	POLYM_v1
PITX3	POLYM	POLYM_v1
PJA1	RGDI+	RGDI+_v1
PKD1	POLYM	POLYM_v1
PKD1L1	POLYM	POLYM_v1
PKD2	POLYM	POLYM_v1
PKDCC	POLYM	POLYM_v1
PKHD1	POLYM	POLYM_v1
PLA2G6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLAA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLCB1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLCE1	POLYM	POLYM_v1
PLEC	DYSM,MMG,MYAC	DYSM_v1,MMG_v1,MYAC_v1
PLEKHG2	RGDI+	RGDI+_v1
PLK4	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLOD1	POLYM	POLYM_v1
PLOD2	POLYM	POLYM_v1
PLP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLPBP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PLS3	POLYM	POLYM_v1
PLXNA2	RGDI+	RGDI+_v1
PMM2	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PMPCA	MITN,POLYM,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1
PMPCB	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PMS2	POLYM	POLYM_v1
PNKP	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PNP	POLYM	POLYM_v1
PNPLA2	MMG,MYOC	MMG_v1,MYOC_v1
PNPLA6	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PNPLA8	MITN,POLYM	MITN_v1,POLYM_v1
PNPO	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PNPT1	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v2
POC1A	POLYM	POLYM_v1
POC1B	POLYM	POLYM_v1
POGLUT1	DYSM,MMG	DYSM_v1,MMG_v1
POGZ	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLA1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLD1	POLYM	POLYM_v1
POLG	MITN,POLYM,RGDI,RGDI+	MITN_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLG2	MITN,POLYM	MITN_v1,POLYM_v1
POLR1A	POLYM	POLYM_v1
POLR1B	POLYM	POLYM_v1
POLR1C	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
POLR1D	POLYM	POLYM_v1
POLR2A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLR3A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLR3B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POLRMT	RGDI+	RGDI+_v1
POMGNT1	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POMGNT2	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POMK	DYSM,MMG,POLYM,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1
POMT1	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POMT2	DYSM,MMG,POLYM,RGDI,RGDI+	DYSM_v1,MMG_v1,POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POP1	POLYM	POLYM_v1
POPDC3	DYSM,MMG	DYSM_v1,MMG_v1
POR	POLYM	POLYM_v1
PORCN	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
POU1F1	POLYM	POLYM_v1
POU3F3	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPA2	MITN,POLYM	MITN_v1,POLYM_v1
PPIB	POLYM	POLYM_v1
PPIL1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PPM1D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPOX	POLYM	POLYM_v1
PPP1CB	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP1R12A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v2
PPP1R15B	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP1R21	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP2CA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP2R1A	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP2R5D	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPP3CA	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PPT1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PQBP1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PRDM12	POLYM	POLYM_v1
PRDM13	RGDI+	RGDI+_v1
PRICKLE2	RGDI,RGDI+	RGDI+_v1,RGDI_v2
PRKACB	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PRKAG2	POLYM	POLYM_v1
PRKAR1A	POLYM	POLYM_v1
PRKAR1B	RGDI+	RGDI+_v1
PRKD1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1
PRKG2	POLYM	POLYM_v1
PRMT7	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PRODH	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PROP1	POLYM	POLYM_v1
PRORP	MITN	MITN_v1
PRPF8	RGDI+	RGDI+_v1
PRPS1	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PRR12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PRRT2	POLYM,RGDI+	POLYM_v1,RGDI+_v1
PRSS12	POLYM,RGDI,RGDI+	POLYM_v1,RGDI+_v1,RGDI_v1,RGDI_v2
PRSS56	POLYM	POLYM_v1
